frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 596.380859375 322.7244567871094],[325.5151672363281 175.8788604736328 498.7315368652344 238.72190856933594],0.7687600255012512,MH 20EE 7598,0.8566055791052537
